Key,Value,Original
1126256456,Плачущий Провидец Кинарет,Weeping Seer of Kynareth
1126374788,"Таверна ""Рысь и Священник""",The Lynx and Priest Inn
1127305088,Лонгкарт,Longcart
1127423366,Башня Букингинг,Tower Buckinging
1128353717,Кладбище Хартхэм,The Hearthham Cemetery
1128471953,Руины Холда Гаерсли,Ruins of Gaersley's Hold
1129402300,Погост Эшсли,The Ashsly Graveyard
1129520561,Чартейл,Chartale
1130451646,Шахты Мордивыр,The Mordywyr Mines
1130569144,Пещера Маелулы,The Cavern of Maelula
1131500230,Страшная Душа Кинарет,Fearful Soul of Kynareth
1131617749,Хибара Старой Элейн,Old Elayne's Hovel
1132548809,Вечный Свет Кинарет,Eternal Light of Kynareth
1132666330,Лес Ванкрофт,Vancroft Wood
1133597461,Склепы Мурфорд,The Moorford Crypts
1133714908,Холл Хартстон,Hearthston Hall
1134646138,Двор Мурсмит,Moorsmith Court
1134763491,Лощина Бааласунах,Baalasunah Hollow
1135694746,Старая Лачуга Копперинг,The Old Coppering Hovel
1135812076,"Таверна ""Перо и Скорпион""",The Feather and Scorpion Tavern
1136743328,Сторожевая Башня Бакингсли,Buckingsley's Guard
1136860655,Особняк Хоукхаус,Hawkhouse Manor
1137791940,Жилище Старой Выктабыт,Old Vyctabyth's Place
1137909244,"Паб ""Летучая Мышь и Олень""",The Bat and Stag Pub
1138841259,Особняк Бакингтон,Buckington Manor
1138957827,Община Пентейл,Pentale Commons
1139889856,Дом Некромогана,The House of Necromoghan
1140007255,Фруктовый Сад Викстон,Wickston Orchard
1140938435,"Хостел ""Багровый Огр""",The Crimson Ogre Hostel
1141055836,"Хостел ""Бобр и Скорпион""",The Beaver and Scorpion Hostel
1141987044,Замок Мурфилд,Castle Moorfield
1142104415,Замок Кингхаус,Castle Kinghouse
1143035650,Лес Пенвик,Penwick Wood
1143153002,Руины Особняка Ашвинг,Ruins of Ashwing Manor
1144084228,Руины Холла Йеомфорд,Ruins of Yeomford Hall
1144201590,Двор Копперстон,Copperston Court
1145132978,Вайлдервич,Wilderwich
1145250178,Старая Лачуга Копперхарт,The Old Copperhart Hovel
1146182283,Башня Кингслей,Tower Kingsley
1146298768,Лаборатория Андане,Andane Laboratory
1147230884,Ферма Старой Барбиссы,Old Barbyssa's Farm
1147347366,Мидбет,Midbeth
1148279491,Извечный Мученик Кинарет,Perpetual Martyr of Kynareth
1148395945,Старая Лачуга Ашвинг,The Old Ashwing Hovel
1149328074,Усадьба Виккрофт,The Wickcroft Farmstead
1149444523,Амбар Эшсмит,Ashsmith Grange
1150376660,Раскопки Гондане,The Gondane Excavation
1150493112,Стоквелл Дерри,Stokwell Derry
1151425244,Холл Хокинг,Hawking Hall
1151541691,Сторожевая Башня Йеомкрофта,Yeomcroft's Guard
1152473842,Чаренворт,Charenworth
1152590286,Особняк Мурхауз,Moorhouse Manor
1153522423,Склепы Копперсли,The Coppersly Crypts
1153638865,Логово Гондиктора,The Den of Gondyctor
1154571030,Хибара Старой Эвелольды,Old Evelolda's Hovel
1154687457,Галлоуик,Gallowick
1155619662,Холд Йеомарта,Yeomhart's Hold
1155736040,Призрак Литогана,The Haunt of Lithoghan
1156668255,Дирхед,Deerhead
1156784628,Холл Йеомстон,Yeomston Hall
1157716835,Апхоуп,Uphope
1157833206,Фруктовый Сад Гринхаус,Greenhouse Orchard
1158765420,Безмолвный Мученик Кинарет,Silent Martyr of Kynareth
1158881785,Подземелье Йеомстон,The Yeomston Vaults
1159814003,Шахты Бедиктора,The Mines of Bedyctor
1159930364,Особняк Гэрхем,Gaerham Manor
1160863349,Крепость Эшслей,The Fortress of Ashsley
1160979809,Плантация Вудвинг,The Woodwing Plantation
1161911958,"Паб ""Воющий Плут""",The Howling Rascal Pub
1162028389,Темница Родоряна,The Penitentiary of Rodoryan
1162960565,Усадьба Гринвинг,The Greenwing Farmstead
1163076967,Вечный Провидец Кинарет,Eternal Seer of Kynareth
1164009216,Фруктовый Сад Вудтон,Woodton Orchard
1164125550,Старое Жилище Харткрофт,The Old Hearthcroft Place
1165057842,Башня Гаерфилд,Gaerfield Tower
1165174138,Аплеч,Uplech
1166106445,Могилы Бакингсли,The Graves of Buckingsley
1166222716,Особняк Кингфорд,Kingford Manor
1167155023,Гробница Литехулон,The Tomb of Lithehulon
1167271297,Замок Кингвинг,Castle Kingwing
1168203606,"Хостел ""Неугомонный Дикобраз""",The Restless Porcupine Hostel
1168319899,Могилы Букингстона,The Graves of Buckingston
1169252189,Карьер Маронаа,The Pit of Maron
1169368485,Кроссмаркет,Crossmarket
1170300768,Усадьба Кингсмит,The Kingsmith Farmstead
1170417075,Ипсхед,Ipshead
1171349380,Кладбище Ашвинг,The Ashwing Cemetery
1171465660,Руины Усадьбы Эшхаус,Ruins of The Ashhouse Farmstead
1172398693,Туннель Гондорян,The Gondoryan Tunnel
1172514245,Двор Йеомхам,Yeomham Court
1173447278,"Паб ""Череп Королевы""",The Queen's Skull Pub
1173563675,Старое Жилище Копперкрофт,The Old Coppercroft Place
1174495909,Священная Душа Кинарет,Sacred Soul of Kynareth
1174612259,Особняк Копперхаус,Copperhouse Manor
1175544527,Руины Замка Копперфорд,Ruins of Castle Copperford
1175660844,"Хостел ""Счастливый Олень""",The Lucky Stag Hostel
1176593120,"Таверна ""Мышь и Замок""",The Mouse and Castle Inn
1176709424,Рипвих,Ripwych
1177641701,Старое Жилище Гаерсли,The Old Gaersley Place
1177758003,Усадьба Эшслей,The Ashsley Farmstead
1178690282,Холл Моривараус,Morivaraus Hall
1178806585,Двор Лонгволд,Longwold Court
1179738868,Шахты Теодориана,The Mines of Theodoryan
1179855167,Лачуга Старой Ваннывиры,Old Vannyvyra's Shack
1180787539,Руины Жилища Старой Эвелиррии,Ruins of Old Evelyrrya's Place
1180903755,Честершир,Chestershire
1181836973,Раскопки Мордистэр,The Mordistair Excavation
1181952338,Особняк Мурэм,Moorham Manor
1182885552,Старая Лачуга Хоктон,The Old Hawkton Shack
1183000920,Гробницы Букингхарт,The Tombs of Buckinghart
1183934132,Руины Старой Лачуги Кингстон,Ruins of The Old Kingston Hovel
1184049500,Бургволл,Burgwall
1184982719,Старая Лачуга Вудинг,The Old Wooding Shack
1185098091,Лонгволл,Longwall
1186031358,Бесконечный Оракул Кинарет,Infinite Oracle of Kynareth
1186146675,Усадьба Бакингтон,The Buckington Farmstead
1187079942,Бесконечный Восход Кинарет,Infinite Sunrise of Kynareth
1187195255,Дворец Гринхем,Greenham Palace
1188128532,Погост Муртон,The Moorton Graveyard
1188243846,Вайтхэм,Whiteham
1189177112,"Хостел ""Гном и Ущелье""",The Dwarf and Chasm Hostel
1189292424,Усадьба Эшфорд,The Ashford Farmstead
1190225737,Нежная Реликвия Кинарет,Gentle Relic of Kynareth
1190341030,"Хостел ""Жаждущий Варвар""",The Thirsty Barbarian Hostel
1191275088,Мидуорт,Midworth
1191389617,Монумент Мудреца,Sage Monument
1192323730,"Паб ""Лиса и Великан""",The Fox and Giant Pub
1192439045,Крипты Викфилд,THe Crypts of Wickfield
1193372323,Пещера Диспасия,The Dispasia Cavern
1193487624,Руины Хартхарт,The Hearthhart Ruins
1194420918,Могильник Букингвинг,The Buckingwing Burial Ground
1194536207,Двор Рипмонт,Ripmont Court
1195469545,Руины Башни Вудвинг,Ruins of The Tower of Woodwing
1195584797,Двор Мурфилд,Moorfield Court
1196518167,Холл Хоксли,Hawksly Hall
1196633375,Руины Амбара Мастертон,Ruins of Masterton Grange
1197566750,Поющий Алтарь Кинарет,Singing Altar of Kynareth
1197681956,Уорвуд,Warwood
1198616098,Руины Замка Гэрхем,Ruins of Castle Gaerham
1198730545,Амбар Вудхэм,Woodham Grange
1199664683,Фруктовый Сад Мурсмит,Moorsmith Orchard
1199779128,Подземелье Тристана,The Dungeon of Tristane
1200713304,Оксхоуп,Oxhope
1200827710,Башня Букингхарт,The Tower of Buckinghart
1201761893,Ферма Старой Ваннары,Old Vannara's Farm
1201876297,Холд Гринфилда,Greenfield's Hold
1202810481,Шахты Утард,The Uthard Mines
1202924875,Особняк Кингинг,Kinging Manor
1203859104,Нежное Вознесение Кинарет,Gentle Ascencion of Kynareth
1203973455,Холл Викстон,Wickston Hall
1204907756,Нежный Пророк Кинарет,Gentle Prophet of Kynareth
1205022037,"Таверна ""Мышь и Кувшин""",The Mouse and Jug Tavern
1205956335,"Паб ""Гном и Грифон""",The Dwarf and Griffin Pub
1206070617,Вестфорт Дерри,Westfort Derry
1207004916,Фонтгейт,Fontgate
1207119202,Ферма Старой Гвинин,Old Gwynyn's Farm
1208053495,Страшный Мученик Кинарет,Fearful Martyr of Kynareth
1208167800,Жилище Старой Гвиниррии,Old Gwynyrrya's Place
1209102109,Бесконечное Возрождение Кинарет,Infinite Rebirth of Kynareth
1209216381,Жилище Старой Элории,Old Elorya's Place
1210151483,Раскопки Родорян,The Rodoryan Excavation
1210264959,Крипты Гринхем,THe Crypts of Greenham
1211200108,Погост Копперфорд,The Copperford Graveyard
1211313537,Холл Копперсмит,Coppersmith Hall
1212248707,Дом Мурэма,The House of Moorham
1212362117,"Паб ""Лиса и Гном""",The Fox and Gnome Pub
1213297285,Руины Цитадели Хоксли,Ruins of The Citadel of Hawksly
1213410697,Кладбище Виквинг,The Wickwing Cemetery
1214345888,Руины Башни Копперинг,Ruins of Tower Coppering
1214459281,Внутренний Провидец Кинарет,Inner Seer of Kynareth
1215394543,Холбридж,Holbridge
1215507860,Амбар Хокслей,Hawksley Grange
1216443143,Обсерватория Вермдон,The Vermdon Aerie
1216556443,"Паб ""Бобр и Огр""",The Beaver and Ogre Pub
1217492471,Лачуга Старой Гвиноны,Old Gwynona's Shack
1217605888,Старое Жилище Копперсмит,The Old Coppersmith Place
1218541104,Руины Холда Мурхауза,Ruins of Moorhouse's Hold
1218654467,Ферма Старой Ивелиссы,Old Evelyssa's Farm
1219589721,Старая Лачуга Йеоминг,The Old Yeoming Shack
1219703060,Ипсшир,Ipsshire
1220638301,Нора Геринкс,The Gerinx Hole
1220751644,Скала Чарвей,Charway Rock
1221686887,Рейвей Дерри,Reyway Derry
1221800232,Усадьба Гэрхем,The Gaerham Farmstead
1222735523,Кромтри,Cromtry
1222848815,Пенбра,Penbrugh
1223784118,Бесконечный Мученик Кинарет,Infinite Martyr of Kynareth
1223897411,Стенающий Оракул Кинарет,Wailing Oracle of Kynareth
